job_id,actor_id,event,language,time_spent,org,ds
1116,1020,decision,Arabic,108,A,11/21/2020
1117,1043,transfer,French,91,A,11/9/2020
1118,1031,skip,Hindi,74,D,11/27/2020
1119,1023,decision,Persian,81,B,11/9/2020
1120,1002,skip,French,33,A,11/20/2020
1121,1040,skip,English,55,D,11/7/2020
1122,1003,decision,Persian,27,B,11/23/2020
1123,1001,skip,French,95,A,11/13/2020
1124,1014,skip,English,109,D,11/27/2020
1125,1020,decision,Hindi,40,C,11/29/2020
1126,1016,transfer,Hindi,53,A,11/28/2020
1127,1010,decision,Italian,42,C,11/11/2020
1128,1018,skip,Persian,41,D,11/13/2020
1129,1047,transfer,Hindi,107,C,11/30/2020
1130,1008,transfer,French,53,D,11/8/2020
1131,1002,decision,Persian,21,A,11/22/2020
1132,1031,decision,English,114,C,11/2/2020
1133,1027,skip,English,104,B,11/3/2020
1134,1048,skip,Arabic,105,D,11/10/2020
1135,1001,decision,Italian,40,A,11/12/2020
1136,1025,decision,Hindi,119,D,11/17/2020
1137,1038,transfer,Persian,97,B,11/2/2020
1138,1042,transfer,Persian,16,B,11/12/2020
1139,1033,transfer,English,17,C,11/22/2020
1140,1048,transfer,Arabic,114,B,11/20/2020
1141,1027,decision,Persian,74,B,11/22/2020
1142,1004,decision,Arabic,100,B,11/19/2020
1143,1050,skip,Hindi,46,D,11/12/2020
1144,1028,transfer,Persian,25,D,11/5/2020
1145,1004,skip,Hindi,85,D,11/25/2020
1146,1004,skip,French,94,A,11/1/2020
1147,1040,decision,English,59,A,11/24/2020
1148,1014,skip,Persian,32,C,11/20/2020
1149,1007,transfer,Hindi,14,B,11/5/2020
1150,1026,skip,Arabic,56,D,11/19/2020
1151,1033,transfer,Hindi,101,D,11/4/2020
1152,1049,transfer,English,37,B,11/29/2020
1153,1044,decision,Hindi,58,B,11/28/2020
1154,1004,skip,French,100,A,11/3/2020
1155,1035,decision,Persian,31,A,11/15/2020
1156,1007,skip,Italian,65,D,11/2/2020
1157,1039,skip,Persian,63,C,11/3/2020
1158,1002,decision,Hindi,37,D,11/16/2020
1159,1023,skip,French,61,D,11/14/2020
1160,1028,transfer,Hindi,107,A,11/20/2020
1161,1029,transfer,French,103,D,11/6/2020
1162,1050,skip,Persian,24,A,11/26/2020
1163,1047,skip,French,120,C,11/7/2020
1164,1037,transfer,French,110,A,11/18/2020
1165,1022,skip,French,26,A,11/22/2020
1166,1012,decision,English,36,B,11/6/2020
1167,1027,decision,Arabic,72,A,11/26/2020
1168,1046,transfer,Italian,62,C,11/28/2020
1169,1006,skip,Persian,116,B,11/15/2020
1170,1028,decision,Italian,109,D,11/10/2020
1171,1032,skip,French,70,D,11/29/2020
1172,1012,transfer,Persian,40,C,11/29/2020
1173,1010,skip,Arabic,65,B,11/27/2020
1174,1042,skip,Persian,21,C,11/25/2020
1175,1020,decision,Persian,66,A,11/18/2020
1176,1006,skip,Arabic,78,D,11/15/2020
1177,1029,skip,English,46,D,11/7/2020
1178,1002,decision,Italian,57,C,11/24/2020
1179,1027,skip,French,14,A,11/23/2020
1180,1043,transfer,Hindi,71,C,11/5/2020
1181,1042,transfer,Hindi,40,A,11/1/2020
1182,1017,skip,French,36,C,11/3/2020
1183,1007,transfer,Arabic,75,B,11/14/2020
1184,1039,transfer,Arabic,110,D,11/16/2020
1185,1046,skip,Arabic,10,A,11/22/2020
1186,1011,decision,French,94,B,11/6/2020
1187,1050,skip,Arabic,43,D,11/22/2020
1188,1032,decision,Arabic,81,B,11/16/2020
1189,1032,skip,Arabic,12,D,11/17/2020
1190,1030,skip,English,13,A,11/3/2020
1191,1019,skip,French,98,C,11/30/2020
1192,1015,skip,English,96,D,11/27/2020
1193,1004,transfer,Hindi,88,B,11/9/2020
1194,1006,skip,Hindi,42,D,11/20/2020
1195,1019,transfer,English,99,B,11/3/2020
1196,1004,skip,Arabic,78,A,11/11/2020
1197,1018,transfer,Italian,95,C,11/4/2020
1198,1024,decision,French,32,B,11/12/2020
1199,1006,decision,English,57,C,11/8/2020
1200,1027,decision,Hindi,28,B,11/8/2020
1201,1011,transfer,French,83,D,11/27/2020
1202,1027,decision,Arabic,102,C,11/14/2020
1203,1007,decision,Italian,22,C,11/25/2020
1204,1025,transfer,French,115,C,11/14/2020
1205,1030,transfer,Italian,66,D,11/24/2020
1206,1018,decision,Persian,105,C,11/25/2020
1207,1017,transfer,Persian,117,B,11/27/2020
1208,1043,transfer,Hindi,109,D,11/25/2020
1209,1048,decision,Arabic,112,D,11/9/2020
1210,1039,decision,Arabic,101,B,11/2/2020
1211,1050,skip,English,93,B,11/21/2020
1212,1007,skip,Persian,41,A,11/28/2020
1213,1031,decision,Arabic,19,A,11/25/2020
1214,1016,skip,French,22,A,11/6/2020
1215,1020,transfer,Italian,115,D,11/28/2020
1216,1046,skip,Italian,101,A,11/18/2020
1217,1006,skip,Persian,86,B,11/9/2020
1218,1036,transfer,Persian,113,D,11/29/2020
1219,1044,transfer,English,62,A,11/2/2020
1220,1017,skip,Persian,55,D,11/16/2020
1221,1012,decision,Persian,48,C,11/7/2020
1222,1033,skip,Arabic,28,A,11/4/2020
1223,1036,skip,Hindi,68,A,11/11/2020
1224,1049,skip,English,44,B,11/9/2020
1225,1006,transfer,Italian,49,D,11/25/2020
1226,1034,transfer,English,25,C,11/3/2020
1227,1035,skip,Hindi,87,C,11/29/2020
1228,1033,transfer,French,15,C,11/12/2020
1229,1050,transfer,Persian,37,B,11/7/2020
1230,1015,transfer,Arabic,84,C,11/3/2020
1231,1027,decision,Hindi,109,B,11/20/2020
1232,1027,skip,Italian,33,B,11/7/2020
1233,1050,decision,Persian,50,D,11/26/2020
1234,1049,skip,English,78,A,11/17/2020
1235,1033,skip,English,78,B,11/22/2020
1236,1030,skip,Persian,31,B,11/2/2020
1237,1014,decision,French,80,C,11/10/2020
1238,1032,skip,French,29,A,11/13/2020
1239,1025,skip,English,18,B,11/23/2020
1240,1031,skip,English,13,C,11/5/2020
1241,1007,decision,Italian,56,A,11/1/2020
1242,1025,transfer,English,94,C,11/29/2020
1243,1033,skip,Arabic,102,A,11/6/2020
1244,1016,decision,French,96,C,11/17/2020
1245,1006,transfer,Arabic,25,B,11/2/2020
1246,1025,decision,Persian,30,B,11/22/2020
1247,1015,skip,Arabic,120,A,11/11/2020
1248,1050,transfer,Persian,63,C,11/18/2020
1249,1009,skip,Persian,68,A,11/26/2020
1250,1042,skip,Italian,24,C,11/1/2020
1251,1018,skip,Arabic,56,C,11/21/2020
1252,1031,transfer,French,89,C,11/26/2020
1253,1018,transfer,Persian,72,C,11/10/2020
1254,1037,skip,Hindi,75,A,11/5/2020
1255,1046,skip,English,28,B,11/21/2020
1256,1045,skip,Arabic,45,A,11/7/2020
1257,1026,transfer,Hindi,62,B,11/9/2020
1258,1010,decision,French,66,D,11/15/2020
1259,1007,decision,French,86,A,11/30/2020
1260,1006,skip,French,40,B,11/28/2020
1261,1039,transfer,French,40,A,11/12/2020
1262,1008,decision,English,113,C,11/7/2020
1263,1013,decision,Hindi,120,B,11/20/2020
1264,1048,transfer,Hindi,41,C,11/13/2020
1265,1023,skip,French,79,D,11/17/2020
1266,1017,decision,Persian,13,B,11/28/2020
1267,1030,skip,Arabic,115,C,11/25/2020
1268,1001,decision,Hindi,75,D,11/27/2020
1269,1006,decision,Hindi,21,A,11/26/2020
1270,1017,transfer,Hindi,80,A,11/1/2020
1271,1031,transfer,English,66,D,11/1/2020
1272,1040,decision,Arabic,96,B,11/13/2020
1273,1047,skip,Hindi,72,C,11/8/2020
1274,1036,skip,Hindi,75,D,11/20/2020
1275,1050,decision,Persian,94,D,11/9/2020
1276,1005,transfer,French,13,C,11/14/2020
1277,1006,decision,Persian,89,B,11/1/2020
1278,1003,transfer,Persian,90,D,11/28/2020
1279,1002,decision,English,86,A,11/2/2020
1280,1029,transfer,Persian,39,D,11/30/2020
1281,1018,skip,Italian,99,D,11/16/2020
1282,1015,skip,Persian,96,B,11/21/2020
1283,1048,transfer,Arabic,57,A,11/8/2020
1284,1048,decision,Persian,72,D,11/14/2020
1285,1020,transfer,Arabic,92,C,11/16/2020
1286,1016,skip,Italian,103,B,11/27/2020
1287,1036,transfer,Italian,11,D,11/10/2020
1288,1008,skip,Arabic,99,C,11/16/2020
1289,1024,transfer,Arabic,42,B,11/17/2020
1290,1029,skip,Arabic,30,A,11/27/2020
1291,1028,skip,Persian,66,A,11/5/2020
1292,1039,decision,Italian,18,C,11/28/2020
1293,1013,skip,Hindi,93,D,11/11/2020
1294,1044,skip,Hindi,30,C,11/3/2020
1295,1015,transfer,French,116,B,11/27/2020
1296,1042,decision,Hindi,94,D,11/27/2020
1297,1007,transfer,Hindi,94,D,11/20/2020
1298,1042,decision,Italian,40,A,11/12/2020
1299,1032,skip,Arabic,84,D,11/18/2020
1300,1025,skip,Italian,96,A,11/22/2020
1301,1039,decision,Arabic,47,B,11/25/2020
1302,1001,skip,Italian,75,D,11/16/2020
1303,1033,decision,Persian,87,D,11/18/2020
1304,1046,skip,Italian,69,B,11/25/2020
1305,1002,decision,Persian,15,C,11/8/2020
1306,1046,decision,French,65,A,11/5/2020
1307,1021,decision,Italian,21,C,11/5/2020
1308,1022,decision,Hindi,76,D,11/24/2020
1309,1022,decision,Persian,99,D,11/27/2020
1310,1010,transfer,Italian,52,D,11/15/2020
1311,1047,skip,French,71,C,11/2/2020
1312,1024,transfer,Italian,91,A,11/30/2020
1313,1019,transfer,Persian,44,B,11/8/2020
1314,1032,decision,English,96,B,11/20/2020
1315,1031,decision,Arabic,33,C,11/20/2020
1316,1025,skip,English,85,C,11/13/2020
1317,1027,transfer,French,47,A,11/29/2020
1318,1002,transfer,Hindi,96,C,11/10/2020
1319,1027,skip,Hindi,52,B,11/9/2020
1320,1025,skip,Hindi,79,B,11/21/2020
1321,1030,skip,Hindi,85,B,11/5/2020
1322,1003,skip,Hindi,18,A,11/26/2020
1323,1024,decision,Persian,60,D,11/30/2020
1324,1034,decision,English,35,B,11/8/2020
1325,1021,decision,English,23,C,11/27/2020
1326,1044,decision,Persian,32,C,11/24/2020
1327,1045,skip,English,31,A,11/18/2020
1328,1027,skip,English,71,D,11/26/2020
1329,1011,transfer,Italian,70,B,11/12/2020
1330,1033,skip,Arabic,12,A,11/12/2020
1331,1040,transfer,Hindi,42,D,11/3/2020
1332,1006,decision,Persian,101,D,11/9/2020
1333,1042,transfer,English,102,B,11/2/2020
1334,1038,skip,English,88,B,11/17/2020
1335,1020,skip,Italian,67,A,11/21/2020
1336,1018,decision,Persian,106,B,11/13/2020
1337,1016,skip,Italian,44,B,11/27/2020
1338,1014,decision,French,96,A,11/4/2020
1339,1007,transfer,Arabic,48,C,11/4/2020
1340,1041,skip,Persian,39,D,11/2/2020
1341,1024,decision,English,60,D,11/26/2020
1342,1044,skip,Italian,69,B,11/9/2020
1343,1042,transfer,English,68,A,11/21/2020
1344,1003,skip,Italian,68,A,11/18/2020
1345,1039,transfer,Arabic,54,D,11/2/2020
1346,1018,transfer,Hindi,75,B,11/2/2020
1347,1035,transfer,Arabic,17,D,11/29/2020
1348,1049,transfer,English,106,D,11/11/2020
1349,1029,transfer,English,75,B,11/6/2020
1350,1033,skip,French,16,D,11/24/2020
1351,1035,decision,English,38,C,11/1/2020
1352,1003,skip,Persian,55,D,11/8/2020
1353,1027,transfer,English,118,A,11/30/2020
1354,1044,decision,English,91,D,11/5/2020
1355,1046,transfer,Persian,83,C,11/28/2020
1356,1032,skip,Hindi,38,D,11/28/2020
1357,1038,transfer,English,73,B,11/15/2020
1358,1045,skip,French,106,B,11/14/2020
1359,1032,decision,French,59,B,11/6/2020
1360,1030,skip,Arabic,53,C,11/2/2020
1361,1044,skip,Arabic,117,C,11/2/2020
1362,1018,skip,English,81,B,11/7/2020
1363,1015,decision,French,22,B,11/18/2020
1364,1010,transfer,Hindi,33,C,11/8/2020
1365,1016,decision,Arabic,105,B,11/27/2020
1366,1044,skip,Italian,97,C,11/27/2020
1367,1042,decision,Italian,103,D,11/25/2020
1368,1040,skip,English,92,B,11/26/2020
1369,1040,skip,French,113,B,11/20/2020
1370,1036,transfer,Hindi,120,C,11/11/2020
1371,1010,transfer,English,90,A,11/13/2020
1372,1038,decision,Arabic,97,A,11/4/2020
1373,1006,transfer,Hindi,80,B,11/17/2020
1374,1018,transfer,Arabic,66,C,11/12/2020
1375,1021,decision,Italian,94,C,11/23/2020
1376,1025,skip,Persian,116,B,11/4/2020
1377,1039,skip,Italian,89,D,11/7/2020
1378,1006,decision,English,109,D,11/28/2020
1379,1012,transfer,Italian,119,D,11/6/2020
1380,1041,decision,Arabic,12,D,11/20/2020
1381,1037,decision,English,19,B,11/18/2020
1382,1033,decision,Hindi,118,D,11/10/2020
1383,1037,transfer,Italian,44,B,11/27/2020
1384,1023,decision,Arabic,115,D,11/13/2020
1385,1022,skip,English,37,D,11/3/2020
1386,1008,decision,Hindi,33,C,11/10/2020
1387,1028,decision,English,62,A,11/28/2020
1388,1016,decision,English,35,D,11/1/2020
1389,1023,transfer,Italian,110,B,11/16/2020
1390,1044,skip,French,23,B,11/26/2020
1391,1026,transfer,Persian,87,A,11/20/2020
1392,1028,transfer,Arabic,112,C,11/21/2020
1393,1003,decision,Persian,91,C,11/21/2020
1394,1031,skip,Arabic,94,B,11/22/2020
1395,1008,transfer,Persian,92,B,11/30/2020
1396,1028,skip,Arabic,40,D,11/20/2020
1397,1036,decision,Arabic,87,D,11/16/2020
1398,1036,transfer,Persian,14,B,11/7/2020
1399,1021,decision,Arabic,117,B,11/21/2020
1400,1005,decision,French,94,B,11/16/2020
1401,1005,transfer,Persian,107,C,11/25/2020
1402,1042,transfer,Hindi,94,C,11/16/2020
1403,1046,skip,Hindi,110,B,11/27/2020
1404,1037,skip,French,67,C,11/19/2020
1405,1040,transfer,Italian,56,A,11/29/2020
1406,1036,skip,Hindi,47,B,11/25/2020
1407,1011,transfer,French,50,A,11/6/2020
1408,1001,transfer,Persian,117,D,11/26/2020
1409,1017,skip,English,17,D,11/11/2020
1410,1029,skip,French,117,C,11/12/2020
1411,1007,skip,Italian,29,B,11/10/2020
1412,1001,transfer,English,104,D,11/27/2020
1413,1012,transfer,Hindi,88,D,11/15/2020
1414,1018,decision,Hindi,50,D,11/3/2020
1415,1028,transfer,English,85,C,11/2/2020
1416,1030,decision,Italian,73,C,11/1/2020
1417,1029,transfer,Italian,90,A,11/18/2020
1418,1010,decision,Italian,73,D,11/20/2020
1419,1012,decision,Italian,104,D,11/1/2020
1420,1050,decision,French,77,A,11/2/2020
1421,1035,decision,French,39,D,11/1/2020
1422,1004,transfer,French,116,D,11/16/2020
1423,1004,skip,Italian,105,B,11/30/2020
1424,1007,skip,Arabic,36,A,11/28/2020
1425,1008,decision,Hindi,38,A,11/16/2020
1426,1023,decision,English,39,B,11/23/2020
1427,1037,skip,Hindi,41,C,11/21/2020
1428,1008,decision,Hindi,29,B,11/8/2020
1429,1037,decision,Persian,41,C,11/21/2020
1430,1023,decision,Italian,62,A,11/19/2020
1431,1025,skip,Arabic,16,B,11/13/2020
1432,1028,transfer,Italian,31,C,11/27/2020
1433,1002,transfer,Persian,45,C,11/12/2020
1434,1009,skip,English,107,C,11/19/2020
1435,1040,transfer,Arabic,30,A,11/16/2020
1436,1013,skip,Persian,106,D,11/10/2020
1437,1022,transfer,Arabic,57,A,11/16/2020
1438,1023,skip,French,11,A,11/17/2020
1439,1039,transfer,Italian,87,D,11/26/2020
1440,1013,transfer,English,112,C,11/30/2020
1441,1045,transfer,Italian,75,C,11/17/2020
1442,1033,decision,Persian,96,B,11/28/2020
1443,1028,decision,French,83,A,11/16/2020
1444,1031,skip,Italian,56,C,11/23/2020
1445,1033,skip,French,45,B,11/15/2020
1446,1027,decision,English,85,A,11/8/2020
1447,1019,decision,Arabic,12,A,11/27/2020
1448,1013,decision,Italian,60,C,11/5/2020
1449,1050,transfer,Arabic,57,B,11/19/2020
1450,1035,skip,Hindi,119,D,11/6/2020
1451,1045,transfer,Hindi,109,D,11/23/2020
1452,1016,decision,French,50,C,11/19/2020
1453,1049,decision,Italian,15,A,11/11/2020
1454,1016,decision,Hindi,85,C,11/13/2020
1455,1048,transfer,Hindi,19,B,11/7/2020
1456,1027,skip,Persian,91,C,11/8/2020
1457,1029,transfer,Persian,108,A,11/15/2020
1458,1020,skip,Persian,97,C,11/5/2020
1459,1041,decision,French,30,B,11/3/2020
1460,1024,decision,Hindi,28,B,11/19/2020
1461,1006,skip,Persian,83,A,11/28/2020
1462,1008,transfer,Italian,107,C,11/4/2020
1463,1044,transfer,Italian,113,B,11/29/2020
1464,1012,transfer,Persian,52,C,11/12/2020
1465,1002,skip,Persian,90,D,11/6/2020
1466,1043,skip,Persian,16,A,11/14/2020
1467,1020,decision,Persian,15,A,11/16/2020
1468,1035,skip,French,94,A,11/27/2020
1469,1018,transfer,French,86,C,11/2/2020
1470,1034,transfer,Italian,56,D,11/12/2020
1471,1001,transfer,Arabic,111,C,11/13/2020
1472,1010,skip,Hindi,46,B,11/8/2020
1473,1008,decision,French,50,B,11/20/2020
1474,1037,skip,Italian,96,C,11/29/2020
1475,1007,decision,Hindi,66,B,11/28/2020
1476,1044,decision,English,100,C,11/27/2020
1477,1012,decision,Hindi,68,A,11/4/2020
1478,1014,decision,Persian,34,D,11/30/2020
1479,1048,decision,Hindi,109,D,11/2/2020
1480,1045,skip,Arabic,16,B,11/28/2020
1481,1044,skip,English,14,A,11/30/2020
1482,1049,skip,Arabic,92,D,11/24/2020
1483,1011,skip,Hindi,27,A,11/30/2020
1484,1048,skip,English,82,C,11/30/2020
1485,1036,decision,Arabic,29,D,11/23/2020
1486,1021,decision,French,30,A,11/18/2020
1487,1036,skip,Arabic,84,D,11/27/2020
1488,1042,decision,Hindi,28,B,11/10/2020
1489,1036,decision,Arabic,61,C,11/30/2020
1490,1014,transfer,Arabic,78,B,11/9/2020
1491,1041,transfer,English,42,C,11/16/2020
1492,1002,decision,English,61,A,11/28/2020
1493,1039,transfer,Arabic,32,B,11/2/2020
1494,1001,transfer,Hindi,43,D,11/12/2020
1495,1011,skip,Italian,14,B,11/23/2020
1496,1021,skip,Arabic,16,D,11/21/2020
1497,1025,decision,French,59,A,11/14/2020
1498,1041,skip,Arabic,110,D,11/30/2020
1499,1025,decision,French,85,D,11/14/2020
1500,1041,skip,French,55,A,11/19/2020
1501,1010,decision,Arabic,62,D,11/2/2020
1502,1018,skip,English,75,A,11/8/2020
1503,1020,skip,Hindi,32,D,11/3/2020
1504,1035,skip,English,37,D,11/21/2020
1505,1029,transfer,Arabic,82,C,11/8/2020
1506,1033,transfer,Arabic,72,A,11/2/2020
1507,1033,skip,Hindi,96,D,11/15/2020
1508,1012,decision,Italian,109,C,11/1/2020
1509,1035,decision,Arabic,79,A,11/30/2020
1510,1036,transfer,Hindi,111,D,11/23/2020
1511,1033,skip,Italian,10,D,11/7/2020
1512,1008,decision,Arabic,90,B,11/6/2020
1513,1009,decision,English,83,C,11/20/2020
1514,1018,skip,Hindi,30,A,11/6/2020
1515,1005,skip,Italian,118,A,11/4/2020
1516,1004,decision,Hindi,91,A,11/8/2020
1517,1015,skip,Persian,80,B,11/14/2020
1518,1002,transfer,Italian,77,D,11/9/2020
1519,1016,transfer,Italian,39,A,11/23/2020
1520,1049,transfer,English,63,A,11/4/2020
1521,1003,transfer,Persian,117,D,11/14/2020
1522,1036,decision,Italian,102,D,11/5/2020
1523,1009,skip,English,43,B,11/29/2020
1524,1011,decision,French,29,B,11/12/2020
1525,1011,skip,French,30,D,11/30/2020
1526,1019,skip,Hindi,86,A,11/27/2020
1527,1009,decision,Arabic,62,A,11/7/2020
1528,1030,transfer,Hindi,82,B,11/10/2020
1529,1030,decision,Persian,39,C,11/11/2020
1530,1014,decision,Italian,38,D,11/27/2020
1531,1003,skip,English,94,B,11/20/2020
1532,1038,transfer,French,18,C,11/17/2020
1533,1034,skip,Hindi,101,D,11/2/2020
1534,1021,skip,French,22,D,11/25/2020
1535,1014,transfer,Arabic,33,A,11/20/2020
1536,1024,skip,English,108,D,11/23/2020
1537,1015,decision,Italian,36,C,11/24/2020
1538,1013,transfer,Italian,33,C,11/12/2020
1539,1028,decision,Persian,112,B,11/19/2020
1540,1037,transfer,French,83,B,11/12/2020
1541,1007,transfer,English,76,B,11/6/2020
1542,1010,skip,Hindi,35,A,11/26/2020
1543,1025,decision,Hindi,100,A,11/7/2020
1544,1040,decision,English,98,A,11/25/2020
1545,1049,skip,Persian,26,A,11/22/2020
1546,1038,transfer,Persian,43,C,11/7/2020
1547,1022,decision,Arabic,77,C,11/9/2020
1548,1009,transfer,Hindi,102,C,11/25/2020
1549,1040,skip,Italian,89,A,11/20/2020
1550,1002,skip,Italian,19,D,11/27/2020
1551,1050,transfer,Arabic,85,B,11/20/2020
1552,1017,skip,Hindi,20,C,11/23/2020
1553,1005,skip,English,112,B,11/4/2020
1554,1018,decision,Arabic,52,D,11/20/2020
1555,1044,decision,Hindi,28,D,11/20/2020
1556,1038,decision,English,112,D,11/9/2020
1557,1045,decision,French,54,D,11/18/2020
1558,1008,transfer,Persian,50,A,11/14/2020
1559,1022,skip,Italian,34,D,11/29/2020
1560,1043,decision,Arabic,33,D,11/8/2020
1561,1015,skip,Hindi,107,A,11/1/2020
1562,1044,decision,Persian,68,C,11/10/2020
1563,1001,decision,Italian,48,B,11/27/2020
1564,1010,transfer,Arabic,38,A,11/2/2020
1565,1044,transfer,Hindi,47,C,11/28/2020
1566,1046,decision,Arabic,35,C,11/12/2020
1567,1028,skip,Hindi,105,B,11/10/2020
1568,1043,skip,Hindi,95,D,11/3/2020
1569,1003,skip,Hindi,63,B,11/24/2020
1570,1039,transfer,French,82,A,11/15/2020
1571,1037,skip,English,119,B,11/17/2020
1572,1040,skip,French,84,B,11/20/2020
1573,1047,skip,Persian,73,D,11/24/2020
1574,1037,transfer,English,52,B,11/7/2020
1575,1015,skip,Persian,12,B,11/16/2020
1576,1006,transfer,Persian,69,D,11/30/2020
1577,1027,transfer,Italian,99,A,11/9/2020
1578,1022,decision,Persian,110,C,11/14/2020
1579,1016,skip,Italian,92,A,11/2/2020
1580,1046,transfer,Arabic,65,C,11/19/2020
1581,1023,skip,Persian,78,C,11/8/2020
1582,1002,decision,Italian,98,D,11/17/2020
1583,1030,transfer,Hindi,24,C,11/4/2020
1584,1029,decision,English,12,C,11/12/2020
1585,1032,decision,Italian,88,C,11/18/2020
1586,1048,skip,English,106,C,11/19/2020
1587,1025,transfer,Hindi,61,A,11/24/2020
1588,1018,transfer,Italian,24,B,11/19/2020
1589,1036,decision,Arabic,48,B,11/16/2020
1590,1024,decision,English,58,A,11/5/2020
1591,1013,transfer,Persian,13,D,11/1/2020
1592,1025,skip,English,30,B,11/21/2020
1593,1039,skip,French,85,A,11/13/2020
1594,1035,decision,Hindi,14,C,11/14/2020
1595,1013,decision,French,17,C,11/3/2020
1596,1008,decision,Italian,90,C,11/9/2020
1597,1040,decision,Italian,43,B,11/5/2020
1598,1016,transfer,English,78,A,11/11/2020
1599,1020,decision,French,98,C,11/4/2020
1600,1015,skip,Italian,86,A,11/4/2020
1601,1014,skip,Italian,52,A,11/17/2020
1602,1002,skip,Persian,101,A,11/14/2020
1603,1013,decision,Persian,36,D,11/12/2020
1604,1037,transfer,Arabic,117,C,11/18/2020
1605,1011,skip,Persian,100,D,11/28/2020
1606,1037,decision,Italian,71,C,11/1/2020
1607,1042,transfer,Hindi,98,A,11/23/2020
1608,1018,decision,Hindi,69,A,11/9/2020
1609,1008,transfer,Hindi,50,C,11/12/2020
1610,1047,transfer,Persian,46,A,11/13/2020
1611,1032,skip,French,60,A,11/25/2020
1612,1033,transfer,Italian,99,B,11/8/2020
1613,1015,skip,Persian,50,B,11/6/2020
1614,1047,decision,Italian,36,D,11/2/2020
1615,1020,skip,Italian,55,A,11/28/2020
1616,1008,skip,Hindi,47,C,11/5/2020
1617,1032,decision,Arabic,115,B,11/7/2020
1618,1038,skip,French,58,B,11/29/2020
1619,1017,decision,Persian,84,D,11/1/2020
1620,1031,skip,Hindi,102,B,11/9/2020
1621,1049,skip,Persian,18,D,11/15/2020
1622,1046,transfer,Hindi,110,D,11/17/2020
1623,1020,decision,French,25,D,11/1/2020
1624,1045,skip,Italian,54,A,11/3/2020
1625,1012,decision,Italian,40,A,11/28/2020
1626,1001,transfer,English,49,D,11/27/2020
1627,1041,transfer,Persian,39,C,11/26/2020
1628,1045,decision,English,53,A,11/9/2020
1629,1033,transfer,Italian,83,B,11/12/2020
1630,1037,decision,English,42,A,11/17/2020
1631,1024,skip,Italian,83,B,11/13/2020
1632,1019,skip,Italian,18,C,11/15/2020
1633,1046,transfer,Arabic,48,B,11/13/2020
1634,1033,transfer,English,30,B,11/7/2020
1635,1006,decision,Arabic,30,C,11/7/2020
1636,1007,decision,Persian,113,D,11/21/2020
1637,1024,transfer,English,83,D,11/11/2020
1638,1018,transfer,Hindi,34,C,11/19/2020
1639,1002,transfer,Italian,87,C,11/22/2020
1640,1020,transfer,Arabic,25,C,11/24/2020
1641,1032,transfer,Persian,85,C,11/26/2020
1642,1011,skip,Hindi,119,B,11/2/2020
1643,1018,skip,Arabic,32,C,11/28/2020
1644,1049,decision,English,27,A,11/19/2020
1645,1034,skip,French,106,B,11/24/2020
1646,1023,transfer,Arabic,12,C,11/7/2020
1647,1042,decision,Arabic,58,D,11/30/2020
1648,1002,decision,French,53,D,11/6/2020
1649,1016,skip,English,26,D,11/1/2020
1650,1043,skip,Italian,113,B,11/25/2020
1651,1046,transfer,Persian,23,C,11/23/2020
1652,1030,transfer,Hindi,97,C,11/9/2020
1653,1008,transfer,Hindi,78,A,11/29/2020
1654,1043,decision,French,19,C,11/22/2020
1655,1012,decision,English,102,A,11/27/2020
1656,1042,skip,Hindi,67,D,11/29/2020
1657,1023,skip,English,61,B,11/13/2020
1658,1026,transfer,English,84,D,11/22/2020
1659,1027,skip,Italian,115,B,11/17/2020
1660,1012,skip,Arabic,38,C,11/14/2020
1661,1049,transfer,Persian,52,A,11/12/2020
1662,1042,decision,Hindi,42,D,11/19/2020
1663,1043,transfer,Arabic,107,C,11/3/2020
1664,1029,skip,English,34,A,11/30/2020
1665,1048,skip,Persian,34,A,11/2/2020
1666,1013,transfer,Persian,36,B,11/2/2020
1667,1017,transfer,Hindi,94,A,11/1/2020
1668,1031,skip,French,60,D,11/1/2020
1669,1031,decision,Italian,46,A,11/2/2020
1670,1036,transfer,Arabic,35,A,11/21/2020
1671,1020,skip,French,73,D,11/9/2020
1672,1004,transfer,Arabic,111,C,11/27/2020
1673,1027,decision,Arabic,95,B,11/14/2020
1674,1034,skip,Hindi,93,D,11/14/2020
1675,1049,decision,French,90,B,11/24/2020
1676,1049,decision,French,90,D,11/23/2020
1677,1005,transfer,Persian,17,D,11/21/2020
1678,1013,decision,Italian,70,C,11/30/2020
1679,1021,decision,Arabic,73,D,11/3/2020
1680,1037,skip,Hindi,66,B,11/9/2020
1681,1012,skip,Italian,91,B,11/29/2020
1682,1013,decision,Italian,101,D,11/20/2020
1683,1016,skip,Hindi,65,D,11/8/2020
1684,1015,transfer,Hindi,50,D,11/15/2020
1685,1019,decision,Hindi,11,A,11/25/2020
1686,1015,decision,English,101,C,11/11/2020
1687,1027,skip,Persian,55,A,11/15/2020
1688,1034,decision,French,106,B,11/13/2020
1689,1028,transfer,Hindi,86,B,11/26/2020
1690,1042,transfer,Hindi,43,C,11/15/2020
1691,1038,skip,Hindi,82,A,11/21/2020
1692,1037,skip,French,99,B,11/27/2020
1693,1041,transfer,French,51,A,11/19/2020
1694,1006,transfer,English,20,D,11/14/2020
1695,1011,decision,Italian,104,B,11/29/2020
1696,1044,decision,French,79,B,11/1/2020
